CD_CLIENTE,CIDADE,DS_CNAE,DS_SEGMENTO,DS_SUBSEGMENTO,FAT_FAIXA_x,UF,PAIS_FMT,CLIENTE_DESDE,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M,﻿NR_PROPOSTA,ITEM_PROPOSTA,DT_UPLOAD,HOSPEDAGEM,FAT_FAIXA_y,CD_PROD,QTD,MESES_BONIF,VL_PCT_DESC_TEMP,VL_PCT_DESCONTO,PRC_UNITARIO,VL_DESCONTO_TEMPORARIO,VL_TOTAL,VL_FULL,VL_DESCONTO
T11387,MANAUS,"Fabricacao de material eletrico e eletronico para veiculos automotores, exceto baterias",MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 08 - De 150 M ate 300 M,AM,BRASIL,2004-01-12,2.0,"0,0210192868395988",AAKW80,3.0,2024-07-30,ON PREMISES,Faixa 08 - De 150 M ate 300 M,103600016-8,1,0.0,0,0,"546,623369693238",0,"546,623369693238","546,623369693238",0
T10159,JOINVILLE,"Fabricacao de maquinas e equipamentos para uso industrial especifico nao especificados anteriormente, pecas e acessorios",MANUFATURA,BENS DURAVEIS,Faixa 03 - De 15 M ate 25 M,SC,BRASIL,2010-02-24,,,,,,,,,,,,,,,,,
T11454,CODO,"Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios",DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Faixa 08 - De 150 M ate 300 M,MA,BRASIL,2004-03-31,1.0,"3563,13065104564",AALSIA,2.0,2024-11-26,ON PREMISES,Faixa 08 - De 150 M ate 300 M,7T63301070,17,999.0,"2,10192868395988",0,"201,041070906027","170,886802005938","3417,69820540245","3417,69820540245",0
T10952,CURVELO,"Aluguel de outras maquinas e equipamentos comerciais e industriais nao especificados anteriormente, sem operador",MANUFATURA,BENS DURAVEIS,"Faixa 00 - Ate 4,5 M",MG,BRASIL,2008-01-11,,,,,,,,,,,,,,,,,
T10859,CAMPINAS,"Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas",LOGISTICA,ATACADISTA E DISTRIBUIDOR,Faixa 05 - De 35 M ate 50 M,SP,BRASIL,2010-02-02,6.0,"23132,5407153079",AAJIT7,1.0,2024-04-23,ON PREMISES,Faixa 05 - De 35 M ate 50 M,7TA1001079,50,0.0,0,0,"2,56435299443105",0,"128,217649721553","114,134727539021",0
T10967,DIVINOPOLIS,"Fabricacao de cosmeticos, produtos de perfumaria e de higiene pessoal",MANUFATURA,QUIMICA & RECICLAGEM,Faixa 06 - De 50 M ate 75 M,MG,BRASIL,2003-09-29,2.0,"11870,4824960834",AAKAG5,1.0,2024-06-07,ON PREMISES,Faixa 06 - De 50 M ate 75 M,1113401004-8,130,0.0,0,0,"1,95899753345061",0,"254,669679348579","139,90437320437",0
T09965,BARUERI,Consultoria em tecnologia da informacao,SERVICOS,PROVEDOR SERVICOS,Sem Informações de Faturamento,SP,BRASIL,2004-09-30,,,,,,,,,,,,,,,,,
T10881,DIADEMA,"Fabricacao de canetas, lapis e outros artigos para escritorio",MANUFATURA,BENS DURAVEIS,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,2003-08-06,1.0,"401,771056366827",AALRHP,1.0,2024-12-09,ON PREMISES,"Faixa 02 - De 7,5 M ate 15 M",AUT.01.000178,20,999.0,"0,316172112641245",0,"19,4806750429402","2,93008858544007","389,613500858803","389,613500858803",0
T10983,OSASCO,"FABRICACAO DE ADUBOS E FERTILIZANTES, EXCETO ORGANOMINERAIS",MANUFATURA,QUIMICA & RECICLAGEM,"Faixa 00 - Ate 4,5 M",SP,BRASIL,2001-01-31,,,,,,,,,,,,,,,,,
T10402,SAOJOSEDORIOPRETO,Comercio por atacado de caminhoes novos e usados,VAREJO,CONCESSIONARIA DE VEICULOS,Faixa 03 - De 15 M ate 25 M,SP,BRASIL,2007-07-02,,,,,,,,,,,,,,,,,
T11577,BRASILIA,Instalacao e manutencao eletrica,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,"Faixa 00 - Ate 4,5 M",DF,BRASIL,2004-04-14,,,,,,,,,,,,,,,,,
T10944,BELOHORIZONTE,Servicos de engenharia,CONSTRUCAO E PROJETOS,ENGENHARIA & DESIGN,Faixa 09 - De 300 M ate 500 M,MG,BRASIL,2007-11-29,4.0,"28299,0519934797",AAMFWO,5.0,2025-02-13,ON PREMISES,Faixa 09 - De 300 M ate 500 M,2F26001124,1,0.0,0,0,"0,00420385736791976",0,"0,00420385736791976","0,00420385736791976",0
T11623,SANTOS,Educacao superior - graduacao,EDUCACIONAL,SUPERIOR,Faixa 08 - De 150 M ate 300 M,SP,BRASIL,2004-03-31,,,AAKLW8,1.0,2024-06-13,ON PREMISES,Faixa 08 - De 150 M ate 300 M,3116001753,1,0.0,0,0,"1608,81621470289",0,"1608,81621470289","1430,9383978941",0
T11933,SAOPAULO,Comercio atacadista de materias-primas agricolas nao especificadas anteriormente,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Faixa 11 - Acima de 850 M,SP,BRASIL,2004-06-28,7.0,"311633,350772253",AAKIGQ,4.0,2024-08-23,ON PREMISES,Faixa 11 - Acima de 850 M,7P11001022,500,0.0,0,0,"2,64843014178945",0,"1324,21507089472","1153,95884749397",0
T11318,ARAPIRACA,Comercio atacadista de produtos alimenticios em geral,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Faixa 08 - De 150 M ate 300 M,AL,BRASIL,2005-09-06,,,,,,,,,,,,,,,,,
T10698,COTIA,"Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas",MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2000-10-31,2.0,"0,00840771473583952",AAKXOI,2.0,2024-08-07,ON PREMISES,Faixa 07 - De 75 M ate 150 M,153600001-9,1,0.0,0,0,"1060,02365460781",0,"1060,02365460781","1060,02365460781",0
T11117,JACAREI,Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente,MANUFATURA,METAL-MECANICO & PLASTICO,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,2011-01-17,,,,,,,,,,,,,,,,,
T12183,ITUIUTABA,Comercio atacadista de leite e laticinios,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Faixa 08 - De 150 M ate 300 M,MG,BRASIL,2011-06-29,2.0,"11583,1572527009",AAJZUU,1.0,2024-03-28,ON PREMISES,Faixa 08 - De 150 M ate 300 M,1113001014-8,3,0.0,0,0,"234,995626866715",0,"704,986880600144","704,986880600144",0
T11382,CURITIBA,Comercio atacadista de cereais e leguminosas beneficiados,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Faixa 04 - De 25 M ate 35 M,PR,BRASIL,2009-10-28,,,,,,,,,,,,,,,,,
T10731,ESTEIO,Fabricacao de outros produtos alimenticios nao especificados anteriormente,MANUFATURA,BENS DE CONSUMO,Faixa 07 - De 75 M ate 150 M,RS,BRASIL,2016-05-23,,,,,,,,,,,,,,,,,
T10570,CONTAGEM,"Fabricacao de outras maquinas e equipamentos de uso geral nao especificados anteriormente, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 04 - De 25 M ate 35 M,MG,BRASIL,2003-05-14,,,,,,,,,,,,,,,,,
T12195,SAOPAULO,Comercio varejista de combustiveis para veiculos automotores,VAREJO,VAREJO,"Faixa 01 - De 4,5 M ate 7,5 M",SP,BRASIL,2007-12-18,,,,,,,,,,,,,,,,,
T11432,SAOJOSEDORIOPRETO,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias",SAUDE,HOSPITAIS,Faixa 04 - De 25 M ate 35 M,SP,BRASIL,2003-11-20,,,,,,,,,,,,,,,,,
T12368,SAOPAULO,"Servicos de organizacao de feiras, congressos, exposicoes e festas",SERVICOS,PROVEDOR SERVICOS,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2003-05-30,2.0,"0,00840771473583952",AAKWTS,1.0,2024-08-02,ON PREMISES,Faixa 07 - De 75 M ate 150 M,103600012-5,1,0.0,0,"8,40771473583952","4295,15674223624",0,"4295,15674223624","5368,94382586662","1073,78708363038"
T11510,VARGINHA,Educacao superior - graduacao,EDUCACIONAL,SUPERIOR,Faixa 03 - De 15 M ate 25 M,MG,BRASIL,2004-03-01,1.0,"0,00420385736791976",AAMCS5,1.0,2025-01-16,ON PREMISES,Faixa 03 - De 15 M ate 25 M,0131001007-4,1,0.0,0,0,"0,00420385736791976",0,"0,00420385736791976","0,00420385736791976",0
T11564,ITAPEVI,Fabricacao de embalagens de cartolina e papel-cartao,MANUFATURA,PAPEL & CELULOSE,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2005-01-07,1.0,"23606,5340412555",AALZC8,1.0,2024-12-20,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1113001031-7,2,0.0,0,0,"279,762503977692",0,"559,525007955384","534,924034638318",0
T12377,SANTAMARIADEJETIBA,Comercio varejista de outros produtos nao especificados anteriormente,VAREJO,FOOD,Faixa 11 - Acima de 850 M,ES,BRASIL,2004-09-15,15.0,"45734,037556328",AALUWD,3.0,2024-11-28,ON PREMISES,Faixa 11 - Acima de 850 M,71A3301150,1,999.0,"8,40771473583952",0,"84,1444090762819","16,8280410437828","84,1444090762819","84,1444090762819",0
T10216,CAMPINAGRANDE,Outras atividades de ensino nao especificadas anteriormente,EDUCACIONAL,EDUCACAO CONTINUADA,Faixa 03 - De 15 M ate 25 M,PB,BRASIL,2001-11-20,,,,,,,,,,,,,,,,,
T10965,SAOPAULO,Aluguel de imoveis proprios,CONSTRUCAO E PROJETOS,INCORPORADORAS,"Faixa 00 - Ate 4,5 M",SP,BRASIL,2010-08-24,,,,,,,,,,,,,,,,,
T12450,BRASILIA,Gestao e manutencao de cemiterios,SERVICOS,PROVEDOR SERVICOS,Faixa 06 - De 50 M ate 75 M,DF,BRASIL,2004-09-27,2.0,"374,017190023821",AAME85,1.0,2025-01-21,ON PREMISES,Faixa 06 - De 50 M ate 75 M,1131001180-4,1,0.0,0,0,"4100,53075767366",0,"4100,53075767366","4100,53075767366",0
T11754,ITAPEVA,"Transporte rodoviario de carga, exceto produtos perigosos e mudancas, intermunicipal, interestadual e internacional",AGROINDUSTRIA,AGROINDUSTRIA,Faixa 03 - De 15 M ate 25 M,SP,BRASIL,2010-02-02,,,,,,,,,,,,,,,,,
T10981,BARUERI,"Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas",LOGISTICA,ATACADISTA E DISTRIBUIDOR,"Faixa 00 - Ate 4,5 M",SP,BRASIL,2000-11-28,,,,,,,,,,,,,,,,,
T12530,BELOHORIZONTE,Construcao de rodovias e ferrovias,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Faixa 07 - De 75 M ate 150 M,MG,BRASIL,1998-12-02,,,,,,,,,,,,,,,,,
T11906,PATROCINIOPAULISTA,Fabricacao de alimentos para animais,MANUFATURA,BENS DE CONSUMO,Faixa 03 - De 15 M ate 25 M,SP,BRASIL,2005-06-30,2.0,"8702,02679016758",AALFYO,4.0,2024-09-30,ON PREMISES,Faixa 03 - De 15 M ate 25 M,2010095-6,8,0.0,0,0,"130,954360868068",0,"1047,62647922981","1047,63488694455",0
T10982,SAOVICENTE,Atividades de televisao aberta,SERVICOS,MIDIA,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,2006-04-10,,,,,,,,,,,,,,,,,
T11871,RIODEJANEIRO,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgencias,SAUDE,HOSPITAIS,Faixa 07 - De 75 M ate 150 M,RJ,BRASIL,2004-05-20,,,,,,,,,,,,,,,,,
T11094,CAMPINAS,Comercio atacadista de produtos alimenticios em geral,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,2003-10-24,,,,,,,,,,,,,,,,,
T09450,SAOPAULO,Compra e venda de imoveis proprios,CONSTRUCAO E PROJETOS,INCORPORADORAS,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,2002-09-10,,,,,,,,,,,,,,,,,
T11180,SAOJOSEDORIOPRETO,Comercio por atacado de pecas e acessorios novos para veiculos automotores,MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 03 - De 15 M ate 25 M,SP,BRASIL,2004-08-30,,,,,,,,,,,,,,,,,
T11157,CAMPOGRANDE,Manutencao e reparacao de outras maquinas e equipamentos para usos industriais nao especificados anteriormente,VAREJO,MATERIAL DE CONSTRUCAO,"Faixa 01 - De 4,5 M ate 7,5 M",MS,BRASIL,2009-12-28,1.0,"0,00420385736791976",AAMFCA,2.0,2025-01-26,ON PREMISES,"Faixa 01 - De 4,5 M ate 7,5 M",153600001-9,1,0.0,0,0,"46,8225633638903",0,"46,8225633638903","46,8225633638903",0
T12562,SAOPAULO,Ensino fundamental,EDUCACIONAL,BASICO,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2004-09-30,1.0,"497,207026333342",AALGY8,2.0,2024-09-30,ON PREMISES,"Faixa 00 - Ate 4,5 M",AUT.01.000747,1,999.0,"10,5096434197994",0,"418,216546390129","104,554136597532","418,216546390129","418,216546390129",0
T10679,SANTACECILIA,Frigorifico - abate de suinos,MANUFATURA,BENS DE CONSUMO,Faixa 03 - De 15 M ate 25 M,SC,BRASIL,2003-07-31,,,,,,,,,,,,,,,,,
T12653,MOGIDASCRUZES,Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente,MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 08 - De 150 M ate 300 M,SP,BRASIL,2005-07-26,1.0,"15817,1394625191",AALHWX,1.0,2024-09-30,TOTVS CLOUD,Faixa 08 - De 150 M ate 300 M,7T63301027,5,0.0,0,"6,14603947189869","60,9559318348365",0,"304,779659174183","356,970548396906","52,1908892227238"
T11727,GRAVATAI,Fabricacao de outros produtos de metal nao especificados anteriormente,MANUFATURA,BENS DE CAPITAL,Faixa 06 - De 50 M ate 75 M,RS,BRASIL,2010-03-30,1.0,"375,089173652641",AAKZSZ,2.0,2024-09-11,ON PREMISES,Faixa 06 - De 50 M ate 75 M,2010095-6,10,0.0,0,0,"120,734783606655",0,"1207,34363220919","1207,34783606655",0
T11271,PORTOALEGRE,Comercio varejista de livros,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Faixa 08 - De 150 M ate 300 M,RS,BRASIL,2003-12-19,1.0,"0,00420385736791976",AAMHB9,2.0,2025-01-31,ON PREMISES,Faixa 08 - De 150 M ate 300 M,153600012-4,1,0.0,0,0,"1448,58619112463",0,"1448,58619112463","1448,58619112463",0
T11950,JUIZDEFORA,Gestao e administracao da propriedade imobiliaria*,CONSTRUCAO E PROJETOS,INCORPORADORAS,"Faixa 00 - Ate 4,5 M",MG,BRASIL,2004-05-31,,,,,,,,,,,,,,,,,
T12825,RIODEJANEIRO,Fabricacao de artigos opticos,MANUFATURA,BENS DURAVEIS,Faixa 06 - De 50 M ate 75 M,RJ,BRASIL,2004-12-29,2.0,"117285,447170702",AALQ90,1.0,2024-11-22,ON PREMISES,Faixa 06 - De 50 M ate 75 M,1111001000-6,3,0.0,0,0,"364,276852502351",0,"1092,83055750705","972,074754613558",0
T11855,SAOPAULO,Desenvolvimento de programas de computador sob encomenda,SERVICOS,PROVEDOR SERVICOS,Faixa 08 - De 150 M ate 300 M,SP,BRASIL,2006-10-31,4.0,"2092,24299658419",AALH49,1.0,2024-10-08,ON PREMISES,Faixa 08 - De 150 M ate 300 M,71A3301088,2,0.0,0,"12,6115721037593","833,078414600659",0,"1666,15682920132","2380,18200314249","714,025173941171"
T12132,GUARULHOS,Comercio atacadista de bebidas nao especificadas anteriormente,MANUFATURA,BENS DE CONSUMO,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2004-07-21,,,,,,,,,,,,,,,,,
T12884,RECIFE,Comercio varejista de tintas e materiais para pintura,VAREJO,MATERIAL DE CONSTRUCAO,Sem Informações de Faturamento,PE,BRASIL,2004-11-30,,,,,,,,,,,,,,,,,
T12953,RIODEJANEIRO,Atividades de associacoes de defesa de direitos sociais,SAUDE,SAUDE,Faixa 06 - De 50 M ate 75 M,RJ,BRASIL,2001-07-12,1.0,"0,00420385736791976",AAMFE6,1.0,2025-01-26,ON PREMISES,Faixa 06 - De 50 M ate 75 M,103600005-2,1,0.0,0,0,"10551,5474700428",0,"10551,5474700428","10551,5474700428",0
T13017,GUARABIRA,Criacao de frangos para corte,AGROINDUSTRIA,AGROINDUSTRIA,Faixa 11 - Acima de 850 M,PB,BRASIL,1995-01-25,3.0,"17165,762129292",AAK235,1.0,2024-04-15,ON PREMISES,Faixa 11 - Acima de 850 M,71A3301355,80,0.0,0,0,"2,79556514966664",0,"223,645211973331","223,645211973331",0
T11527,CAIEIRAS,Fabricacao de embalagens de material plastico,MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 03 - De 15 M ate 25 M,SP,BRASIL,2004-03-16,,,,,,,,,,,,,,,,,
T12230,SANTAISABEL,"Fabricacao de conservas de legumes e outros vegetais, exceto palmito",MANUFATURA,BENS DE CONSUMO,"Faixa 01 - De 4,5 M ate 7,5 M",SP,BRASIL,2004-07-23,2.0,"0,00840771473583952",AAMESY,2.0,2025-01-24,ON PREMISES,"Faixa 01 - De 4,5 M ate 7,5 M",153600011-6,1,0.0,0,0,"120,041147140949",0,"120,041147140949","120,041147140949",0
T11677,SAOPAULO,Pesquisa e desenvolvimento experimental em ciencias fisicas e naturais,SERVICOS,PROVEDOR SERVICOS,Faixa 04 - De 25 M ate 35 M,SP,BRASIL,2004-04-01,3.0,"30123,5723335879",AALC05,13.0,2025-03-18,ON PREMISES,Faixa 04 - De 25 M ate 35 M,7TA1001079,50,0.0,0,0,"2,50549899128018",0,"125,274949564009","125,274949564009",0
T13023,BAURU,"Fabricacao de instrumentos nao-eletronicos e utensilios para uso medico, cirurgico, odontologico e de laboratorio",MANUFATURA,BENS DURAVEIS,"Faixa 01 - De 4,5 M ate 7,5 M",SP,BRASIL,2005-01-18,2.0,"0,00840771473583952",AAMFCI,1.0,2025-01-26,ON PREMISES,"Faixa 01 - De 4,5 M ate 7,5 M",103600020-6,1,0.0,0,0,"1098,81685039897",0,"1098,81685039897","1098,81685039897",0
T12280,BARUERI,Comercio atacadista de cosmeticos e produtos de perfumaria,VAREJO,VAREJO,Faixa 04 - De 25 M ate 35 M,SP,BRASIL,2004-08-16,1.0,"1029,10007980939",AAKIIH,7.0,2024-06-17,ON PREMISES,Faixa 04 - De 25 M ate 35 M,2010095-6,13,0.0,0,0,"106,185233256285",0,"1380,39121690224","1380,40803233171",0
T13047,CASCA,Fabricacao de alimentos para animais,MANUFATURA,BENS DE CONSUMO,Faixa 04 - De 25 M ate 35 M,RS,BRASIL,2009-11-09,1.0,"76108,8071830785",AAKXOQ,2.0,2024-08-12,ON PREMISES,Faixa 04 - De 25 M ate 35 M,1119001000-5,14,0.0,0,"8,40771473583952","3,04359273437391",0,"42,6102982812347","53,3217268546942","10,7114285734595"
T11806,ITU,"Fabricacao de fios, cabos e condutores eletricos isolados",MANUFATURA,BENS DE CAPITAL,Faixa 05 - De 35 M ate 50 M,SP,BRASIL,2007-04-27,2.0,"5436,40732890699",AALDT9,2.0,2024-11-29,ON PREMISES,Faixa 05 - De 35 M ate 50 M,01133BE010,1,0.0,0,"8,40771473583952","2469,49715678131",0,"2469,49715678131","3086,87564983401","617,378493052696"
T13065,JOAOPESSOA,Atividades de televisao aberta,SERVICOS,MIDIA,Faixa 04 - De 25 M ate 35 M,PB,BRASIL,2006-12-22,1.0,"148,396165087568",AAMIZF,1.0,2025-02-14,ON PREMISES,Faixa 05 - De 35 M ate 50 M,7TA1001079,50,0.0,0,0,"2,96792330175135",0,"148,396165087568","132,421507089472",0
T13131,SAOPAULO,Comercio atacadista de medicamentos e drogas de uso humano,MANUFATURA,QUIMICA & RECICLAGEM,"Faixa 01 - De 4,5 M ate 7,5 M",SP,BRASIL,2005-01-31,,,,,,,,,,,,,,,,,
T13347,SAOPAULO,Servicos combinados de escritorio e apoio administrativo,MANUFATURA,BENS DE CONSUMO,Faixa 10 - De 500 M ate 850 M,SP,BRASIL,2005-03-08,3.0,"4213,74484044911",AAMCW9,2.0,2025-01-16,ON PREMISES,Faixa 10 - De 500 M ate 850 M,153600012-4,1,0.0,0,0,"2751,74414046344",0,"2751,74414046344","2751,74414046344",0
T12416,FLORIANOPOLIS,Fabricacao de medicamentos alopaticos para uso humano,MANUFATURA,QUIMICA & RECICLAGEM,Faixa 03 - De 15 M ate 25 M,SC,BRASIL,2009-07-23,,,,,,,,,,,,,,,,,
T12393,PORTOALEGRE,Atividades de organizacoes sindicais,SERVICOS,PROVEDOR SERVICOS,"Faixa 02 - De 7,5 M ate 15 M",RS,BRASIL,1990-08-24,,,,,,,,,,,,,,,,,
T12096,COTIA,"Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal",MANUFATURA,QUIMICA & RECICLAGEM,Faixa 03 - De 15 M ate 25 M,SP,BRASIL,2006-12-29,,,,,,,,,,,,,,,,,
T12016,CONTAGEM,Frigorifico - abate de bovinos,MANUFATURA,BENS DE CONSUMO,Faixa 03 - De 15 M ate 25 M,MG,BRASIL,2006-06-19,,,,,,,,,,,,,,,,,
T13468,ITUPEVA,Fabricacao de embalagens de material plastico,MANUFATURA,METAL-MECANICO & PLASTICO,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2009-11-23,2.0,"22607,6344727773",AAK321,3.0,2024-04-12,ON PREMISES,Faixa 07 - De 75 M ate 150 M,7T63301071,1,0.0,0,0,"2995,42493665228",0,"2995,42493665228","2995,42493665228",0
T12098,SAOPAULO,"Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios",DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,"Faixa 00 - Ate 4,5 M",SP,BRASIL,2004-08-23,,,,,,,,,,,,,,,,,
T13481,SAOPAULO,Fabricacao de moveis com predominancia de madeira,MANUFATURA,BENS DURAVEIS,"Faixa 01 - De 4,5 M ate 7,5 M",SP,BRASIL,2005-03-17,1.0,"0,00420385736791976",AAMFCK,1.0,2025-01-26,ON PREMISES,"Faixa 01 - De 4,5 M ate 7,5 M",1131001028-0,1,0.0,0,0,"4039,69673770249",0,"4039,69673770249","4039,69673770249",0
T12276,JUNDIAI,"Fabricacao de aparelhos e equipamentos de medida, teste e controle",MANUFATURA,BENS DURAVEIS,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2004-08-09,,,,,,,,,,,,,,,,,
T11561,SAOPAULO,Comercio atacadista de outros produtos quimicos e petroquimicos nao especificados anteriormente,MANUFATURA,QUIMICA & RECICLAGEM,"Faixa 00 - Ate 4,5 M",SP,BRASIL,2004-03-18,,,,,,,,,,,,,,,,,
T13629,PATROCINIO,Comercio atacadista de cafe em grao,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Faixa 04 - De 25 M ate 35 M,MG,BRASIL,2007-01-24,7.0,"164512,930280128",AAJXLU,1.0,2024-03-25,ON PREMISES,Faixa 04 - De 25 M ate 35 M,AUT.02.000007,93,0.0,0,0,"44,426364664176",0,"4131,65191376837","4043,68619834465",0
T12467,SALVADOR,Criacao de bovinos para corte,AGROINDUSTRIA,AGROINDUSTRIA,Faixa 04 - De 25 M ate 35 M,BA,BRASIL,2006-11-30,,,,,,,,,,,,,,,,,
T11161,IBIPORA,Fabricacao de pecas e acessorios para o sistema motor de veiculos automotores,MANUFATURA,METAL-MECANICO & PLASTICO,"Faixa 00 - Ate 4,5 M",PR,BRASIL,2003-10-14,,,,,,,,,,,,,,,,,
T11687,SANTOANDRE,Comercio varejista de vidros,VAREJO,MATERIAL DE CONSTRUCAO,"Faixa 00 - Ate 4,5 M",SP,BRASIL,2004-04-20,1.0,"0,00420385736791976",AAMDN6,1.0,2025-01-20,ON PREMISES,"Faixa 00 - Ate 4,5 M",103600116-4,1,0.0,0,0,"808,393364136234",0,"808,393364136234","808,393364136234",0
T13630,SAOPAULO,"Comercio atacadista de instrumentos e materiais para uso medico, cirurgico, hospitalar e de laboratorios",VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Faixa 04 - De 25 M ate 35 M,SP,BRASIL,2006-08-29,2.0,"0,00840771473583952",AAKZ63,2.0,2024-08-14,ON PREMISES,Faixa 04 - De 25 M ate 35 M,153600011-6,1,0.0,0,0,"248,511028304577",0,"248,511028304577","248,511028304577",0
T13659,BARUERI,"Comercio atacadista de maquinas, aparelhos e equipamentos para uso odonto-medico-hospitalar, partes e pecas",LOGISTICA,ATACADISTA E DISTRIBUIDOR,Faixa 08 - De 150 M ate 300 M,SP,BRASIL,2005-04-29,1.0,"0,0126115721037593",AAMEP3,2.0,2025-01-23,ON PREMISES,Faixa 08 - De 150 M ate 300 M,153600027-2,1,0.0,0,0,"1776,42821181922",0,"1776,42821181922","1776,42821181922",0
T12595,RIODEJANEIRO,Fabricacao de aditivos de uso industrial,MANUFATURA,QUIMICA & RECICLAGEM,Faixa 04 - De 25 M ate 35 M,RJ,BRASIL,2004-09-24,1.0,"31336,1791952217",AAKSFX,4.0,2024-09-27,ON PREMISES,Faixa 04 - De 25 M ate 35 M,1111053015,2,999.0,"18,6314958546204","17,025622340075","928,535403854013","1383,28767462873","1857,07080770803","3121,13708738255","1264,06627967453"
T12315,PORTOALEGRE,Comercio varejista de artigos medicos e ortopedicos,VAREJO,DROGARIA,"Faixa 01 - De 4,5 M ate 7,5 M",RS,BRASIL,2004-08-18,,,,,,,,,,,,,,,,,
T13661,JACUTINGA,"Fabricacao de artigos do vestuario, produzidos em malharias e tricotagens, exceto meias",MANUFATURA,BENS DE CONSUMO,Faixa 03 - De 15 M ate 25 M,MG,BRASIL,2010-03-11,2.0,"0,00840771473583952",AAMCWI,2.0,2025-01-16,ON PREMISES,Faixa 03 - De 15 M ate 25 M,153600121-0,1,0.0,0,0,"150,123950465783",0,"150,123950465783","150,123950465783",0
T12690,CAMPINAS,"Fabricacao de maquinas e equipamentos para as industrias de alimentos, bebidas e fumo, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 08 - De 150 M ate 300 M,SP,BRASIL,2012-02-27,3.0,"63296,0006309743",AAME98,2.0,2025-01-21,ON PREMISES,Faixa 08 - De 150 M ate 300 M,1131002000-8,1,0.0,0,0,"1243,5220287175",0,"1243,5220287175","1243,5220287175",0
T10872,SANTOANDRE,Fabricacao de produtos de trefilados de metal padronizados,MANUFATURA,BENS DE CAPITAL,Faixa 04 - De 25 M ate 35 M,SP,BRASIL,2004-07-29,2.0,"0,00840771473583952",AAKWTP,2.0,2024-08-02,ON PREMISES,Faixa 04 - De 25 M ate 35 M,153600011-6,1,0.0,0,0,"226,281030543017",0,"226,281030543017","226,281030543017",0
T12582,SAOPAULO,Gestao de ativos intangiveis nao-financeiros,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,"Faixa 02 - De 7,5 M ate 15 M",SP,BRASIL,2004-09-29,,,,,,,,,,,,,,,,,
T12248,SAOPAULO,Atividades tecnicas relacionadas … engenharia e arquitetura nao especificadas anteriormente,CONSTRUCAO E PROJETOS,PROJETOS & SERVICOS ESPECIAIS,Faixa 05 - De 35 M ate 50 M,SP,BRASIL,2005-07-27,,,,,,,,,,,,,,,,,
T13666,LINS,Educacao superior - graduacao,EDUCACIONAL,SUPERIOR,Faixa 07 - De 75 M ate 150 M,SP,BRASIL,2013-06-21,,,,,,,,,,,,,,,,,
